intaglio_depth,security_thread_visible,watermark_clarity,color_shift_ink,microprint_score,uv_fluorescence,serial_number_font,denomination,label
0.119722,0.125999,0.092281,0.020439,0.069361,0.854353,0.016063,10,0
0.107826,0.117017,0.18691,0.047721,0.085331,0.841952,0.018165,100,0
0.160975,0.14993,0.110854,0.043545,0.09908,0.802445,0.017987,100,0
0.115954,0.104336,0.088898,0.039111,0.075629,0.900831,0.028944,10,0
0.089504,0.105779,0.139439,0.026868,0.077822,0.839109,0.017245,10,0
0.181731,0.175942,0.139348,0.106795,0.224131,0.812567,0.052111,500,0
0.081923,0.126491,0.066916,0.027611,0.024111,0.87258,0.007845,100,0
0.107741,0.138942,0.116164,0.069287,0.107136,0.848535,0.011779,200,0
0.176038,0.162712,0.209756,0.01917,0.10524,0.817965,0.041377,500,0
0.121006,0.193138,0.117334,0.038769,0.122473,0.830504,0.022907,100,0
0.132139,0.170054,0.256034,0.13505,0.240545,0.761571,0.064371,20,1
0.117515,0.144299,0.103303,0.016235,0.122866,0.829985,0.026027,20,0
0.154275,0.160298,0.281378,0.032298,0.161528,0.728386,0.037073,200,0
0.147975,0.149737,0.094862,0.005452,0.121795,0.847291,0.02969,100,0
0.11621,0.133475,0.086029,0.035917,0.054508,0.859668,0.031927,100,1
0.119289,0.120154,0.209629,0.048048,0.147495,0.786357,0.026229,50,1
0.131924,0.078324,0.059141,0.021702,0.039886,0.867661,0.011441,10,0
0.111081,0.217521,0.157582,0.025977,0.096699,0.80866,0.013644,500,0
0.143111,0.076337,0.016441,0.094618,0.093296,0.840138,0.00323,20,0
0.114664,0.174394,0.107652,0.033414,0.105369,0.79484,0.036129,20,0
0.2408,0.241174,0.02926,0.010682,0.063542,0.782952,0.009947,20,0
0.082493,0.136428,0.096659,0.006376,0.075721,0.872569,0.016856,20,0
0.181452,0.164181,0.182815,0.031006,0.09656,0.826361,0.040661,10,0
0.126579,0.151974,0.136475,0.019715,0.130216,0.812079,0.015139,100,0
0.148212,0.123051,0.101148,0.005847,0.052706,0.86005,0.024832,20,0
0.172752,0.227678,0.229256,0.096327,0.180685,0.732057,0.051103,2000,1
0.129429,0.131336,0.115462,0.045826,0.106931,0.799566,0.026279,50,0
0.097958,0.09364,0.051274,0.015826,0.093452,0.884742,0.015432,50,0
0.130361,0.15398,0.101915,0.007021,0.104057,0.852912,0.018549,200,0
0.100264,0.225979,0.171517,0.026706,0.123401,0.790057,0.014058,200,0
0.149483,0.138149,0.161466,0.074128,0.101628,0.782049,0.023402,10,0
0.12043,0.210265,0.192157,0.020615,0.101011,0.798109,0.019665,2000,0
0.140529,0.158281,0.173624,0.033671,0.067652,0.814912,0.016946,20,0
0.180874,0.200549,0.212438,0.064776,0.157225,0.811664,0.039499,2000,0
0.116862,0.069148,0.111687,0.022625,0.070942,0.865607,0.016295,200,0
0.120855,0.173202,0.032448,0.008005,0.020455,0.848789,0.005782,10,0
0.084326,0.149128,0.274995,0.014039,0.053393,0.805319,0.011223,500,1
0.135123,0.131172,0.113767,0.068093,0.109156,0.830886,0.026069,50,0
0.179919,0.150726,0.171637,0.061212,0.10411,0.815198,0.031302,10,0
0.118136,0.118734,0.21891,0.10972,0.233298,0.806341,0.061274,200,1
0.153451,0.162243,0.216102,0.041986,0.1283,0.765899,0.03806,2000,1
0.102037,0.214485,0.24057,0.048197,0.10385,0.753603,0.042967,100,0
0.112287,0.250841,0.177173,0.021244,0.102418,0.770594,0.008529,100,0
0.139737,0.160238,0.106367,0.085379,0.081956,0.817973,0.026453,100,0
0.150409,0.177815,0.140998,0.013647,0.133914,0.801807,0.034561,100,0
0.207187,0.199047,0.245057,0.018993,0.098235,0.729287,0.023532,200,0
0.141988,0.190506,0.146303,0.030569,0.101881,0.758757,0.022043,500,1
0.152678,0.16629,0.185144,0.128821,0.231958,0.831418,0.061677,100,1
0.11902,0.150882,0.208719,0.024576,0.122922,0.762553,0.027607,50,0
0.210261,0.205385,0.251939,0.115518,0.228695,0.726779,0.032367,100,1
0.125345,0.1168,0.063411,0.01057,0.020586,0.876781,0.011651,50,0
0.175788,0.154078,0.165629,0.035838,0.102952,0.777393,0.019864,20,0
0.148581,0.206457,0.186275,0.018882,0.09682,0.805444,0.0109,100,0
0.21377,0.190939,0.11937,0.007461,0.087563,0.832161,0.011586,20,0
0.143274,0.156116,0.27442,0.09735,0.174723,0.695124,0.033172,10,1
0.154906,0.207451,0.185069,0.031504,0.095994,0.793012,0.013811,20,0
0.107013,0.116241,0.075388,0.032582,0.047355,0.873103,0.01361,20,0
0.152896,0.138836,0.132893,0.011124,0.069744,0.87526,0.007171,20,0
0.152202,0.109599,0.048739,0.006434,0.033208,0.844627,0.012066,20,0
0.118735,0.143873,0.221216,0.029272,0.086641,0.78852,0.01836,2000,0
0.150266,0.165934,0.171949,0.173696,0.316086,0.833734,0.083647,500,1
0.161684,0.138599,0.127604,0.010644,0.14383,0.854545,0.031002,500,0
0.076095,0.088724,0.066117,0.006893,0.009249,0.925336,0.004887,500,0
0.129155,0.169417,0.186421,0.031327,0.07831,0.825651,0.00878,500,0
0.133913,0.116502,0.183865,0.03929,0.090765,0.808382,0.024787,20,0
0.239988,0.284833,0.07755,0.05985,0.112442,0.769056,0.02474,100,0
0.122998,0.177761,0.146682,0.089677,0.120515,0.853471,0.031536,200,0
0.112419,0.144077,0.103693,0.016581,0.066059,0.864512,0.008678,20,0
0.130033,0.113937,0.135218,0.04437,0.112423,0.878588,0.015368,50,0
0.118283,0.192932,0.069663,0.029236,0.098474,0.849281,0.020746,50,0
0.223183,0.199843,0.076301,0.049794,0.081461,0.813388,0.003596,10,0
0.105808,0.155371,0.159186,0.066329,0.122458,0.826044,0.038144,500,0
0.113185,0.135435,0.170956,0.110124,0.126261,0.855694,0.054397,20,1
0.144964,0.128899,0.192286,0.173998,0.316868,0.781534,0.077714,20,1
0.165132,0.204295,0.251724,0.095357,0.142136,0.750131,0.04642,2000,0
0.148555,0.154462,0.1605,0.117969,0.198819,0.78505,0.050754,100,0
0.113217,0.159951,0.187394,0.030671,0.083374,0.844256,0.007455,10,0
0.109474,0.091764,0.032679,0.052427,0.054152,0.857361,0.01079,20,0
0.129584,0.105235,0.128253,0.061133,0.135542,0.866358,0.031835,500,0
0.139166,0.160752,0.152332,0.124791,0.135807,0.819819,0.038311,200,0
0.131405,0.211593,0.161136,0.075449,0.13409,0.779451,0.03724,500,0
0.17426,0.201863,0.188748,0.099324,0.176159,0.809545,0.030172,100,1
0.159666,0.164589,0.15855,0.048675,0.100682,0.805561,0.028214,200,1
0.103717,0.065778,0.087694,0.091092,0.118603,0.865992,0.033015,100,0
0.166164,0.155847,0.190219,0.013375,0.021585,0.833035,0.019093,50,0
0.153892,0.138582,0.121299,0.125914,0.144657,0.834677,0.061734,500,1
0.111741,0.122434,0.145674,0.138654,0.263362,0.867104,0.065897,50,1
0.148984,0.166824,0.014384,0.026058,0.116849,0.866361,0.025324,20,0
0.131053,0.096239,0.099364,0.031975,0.09114,0.867042,0.01575,500,0
0.10605,0.166743,0.15253,0.007526,0.079733,0.823413,0.016126,10,0
0.189887,0.170544,0.182499,0.071331,0.116591,0.834796,0.003718,100,0
0.10241,0.130455,0.223811,0.132518,0.164438,0.792719,0.042451,100,0
0.107438,0.167372,0.204368,0.038349,0.11773,0.83224,0.032463,100,0
0.109021,0.133565,0.125632,0.103426,0.185236,0.833919,0.050253,10,1
0.200424,0.213552,0.189247,0.058463,0.126608,0.779246,0.041138,50,0
0.10812,0.195816,0.174005,0.058302,0.122544,0.784939,0.03242,200,0
0.108618,0.207821,0.102536,0.039218,0.024162,0.790368,0.009116,50,0
0.187452,0.205582,0.174189,0.019377,0.089685,0.768006,0.028184,10,0
0.183199,0.208315,0.177546,0.099472,0.178336,0.807068,0.028717,100,1
0.147815,0.161373,0.175532,0.063447,0.141386,0.811797,0.03731,500,0
0.133438,0.120505,0.217353,0.081206,0.196141,0.829375,0.034498,50,0
0.156366,0.208347,0.161077,0.014446,0.025598,0.809311,0.012253,500,0
0.178078,0.186103,0.191444,0.116169,0.309958,0.777021,0.091208,20,1
0.138395,0.136837,0.128999,0.006933,0.11044,0.874434,0.025349,20,0
0.109077,0.109573,0.051274,0.044777,0.082661,0.886596,0.014465,10,0
0.132596,0.139103,0.133129,0.08055,0.084627,0.854019,0.035696,100,1
0.170097,0.179776,0.178255,0.14336,0.149928,0.812809,0.075759,100,1
0.066534,0.197736,0.190299,0.121078,0.157946,0.788604,0.050975,100,0
0.144251,0.117573,0.074306,0.020569,0.079937,0.842073,0.019578,50,0
0.103272,0.196993,0.257495,0.165069,0.196788,0.737932,0.06176,500,0
0.115504,0.135549,0.135026,0.005614,0.121046,0.859661,0.039239,500,0
0.11544,0.11757,0.119977,0.007376,0.072079,0.882948,0.019887,50,0
0.178865,0.182014,0.182855,0.110924,0.195114,0.768327,0.046124,10,0
0.135625,0.086129,0.014311,0.02235,0.102815,0.865565,0.019419,500,0
0.163394,0.155321,0.117481,0.047555,0.115006,0.810006,0.022424,2000,0
0.118912,0.204484,0.173066,0.045477,0.134308,0.795307,0.025531,200,0
0.092105,0.041071,0.092731,0.003429,0.02641,0.894829,0.022158,20,1
0.101233,0.204731,0.152909,0.036776,0.101178,0.781217,0.020149,10,0
0.154999,0.229257,0.291939,0.027932,0.078992,0.728481,0.014205,20,0
0.134742,0.133325,0.29363,0.010043,0.200875,0.697799,0.029723,50,1
0.187839,0.202475,0.270175,0.050644,0.13979,0.747797,0.029617,200,0
0.118394,0.044057,0.12905,0.042399,0.088151,0.867063,0.042979,200,0
0.056561,0.058701,0.091918,0.03287,0.05052,0.879645,0.010476,50,0
0.076107,0.096514,0.071338,0.066385,0.111241,0.890435,0.022337,10,0
0.062002,0.069215,0.042193,0.005311,0.008809,0.923436,0.003467,20,0
0.131765,0.135605,0.158657,0.024183,0.116153,0.861059,0.019431,50,0
0.208315,0.256827,0.183451,0.050684,0.143561,0.746577,0.02015,50,0
0.170458,0.12803,0.124261,0.053281,0.127491,0.850612,0.021273,10,0
0.138183,0.153926,0.170303,0.088653,0.238203,0.831749,0.049166,100,1
0.13727,0.200681,0.108249,0.095539,0.173886,0.815979,0.029468,2000,0
0.106038,0.133916,0.099193,0.031411,0.102325,0.853215,0.029643,10,0
0.132489,0.131251,0.12115,0.062194,0.160437,0.870812,0.03227,2000,0
0.109782,0.153826,0.135958,0.023033,0.124169,0.791628,0.026485,200,0
0.14601,0.156173,0.12227,0.060047,0.119219,0.820914,0.02867,20,0
0.109792,0.177401,0.116209,0.025845,0.082233,0.848444,0.020603,20,0
0.15556,0.272009,0.080531,0.055187,0.094462,0.8041,0.022053,10,0
0.149704,0.178177,0.160522,0.095318,0.130877,0.834425,0.062907,500,1
0.095547,0.158461,0.140784,0.027837,0.082143,0.823588,0.015323,20,0
0.140047,0.185248,0.168118,0.025742,0.076147,0.817744,0.01836,10,0
0.104153,0.104864,0.084383,0.027406,0.097494,0.8875,0.009427,20,0
0.177338,0.160996,0.102928,0.135849,0.143118,0.828385,0.06171,20,1
0.175507,0.237358,0.241727,0.164809,0.190521,0.758974,0.044445,200,0
0.122335,0.122624,0.075869,0.009896,0.094249,0.882055,0.012424,10,0
0.115857,0.154851,0.306849,0.036965,0.101928,0.730135,0.020296,100,1
0.123669,0.23629,0.202146,0.063663,0.184235,0.766305,0.027618,20,0
0.13122,0.15283,0.069311,0.024805,0.014599,0.814145,0.013725,10,1
0.076294,0.069941,0.069144,0.024413,0.089302,0.91442,0.022036,50,0
0.144993,0.125654,0.111208,0.030097,0.12205,0.880615,0.022254,100,0
0.09825,0.051019,0.130702,0.018379,0.012695,0.890462,0.009812,500,0
0.110856,0.123893,0.148437,0.096982,0.191329,0.844322,0.046836,20,1
0.16295,0.175224,0.226442,0.071277,0.152939,0.758266,0.026643,20,1
0.164733,0.225386,0.168284,0.131811,0.261298,0.779292,0.052662,100,0
0.188824,0.170609,0.167097,0.134002,0.293542,0.785026,0.072807,100,0
0.194035,0.121653,0.276001,0.028394,0.108901,0.750045,0.033318,10,0
0.035675,0.083175,0.058732,0.039805,0.053264,0.883083,0.01458,200,0
0.128839,0.127367,0.071301,0.025885,0.033178,0.85803,0.004566,50,0
0.12169,0.122294,0.015396,0.021468,0.090608,0.906368,0.013727,20,0
0.236818,0.160699,0.136233,0.013897,0.106125,0.730697,0.021344,500,0
0.154878,0.180338,0.117982,0.061604,0.122041,0.80663,0.039143,500,0
0.126994,0.172619,0.300772,0.029991,0.130228,0.720937,0.023568,50,1
0.168081,0.140144,0.087395,0.036248,0.072643,0.819652,0.015666,10,0
0.093223,0.085087,0.110238,0.055477,0.09357,0.911188,0.002716,200,0
0.127267,0.135435,0.18953,0.128,0.144466,0.839427,0.064007,100,1
0.090801,0.271003,0.239107,0.082024,0.1621,0.746983,0.038166,200,0
0.120532,0.188939,0.208608,0.029679,0.138621,0.77711,0.030505,500,1
0.13727,0.200681,0.108249,0.095539,0.173886,0.815979,0.029468,2000,0
0.111095,0.17156,0.08286,0.004919,0.089014,0.886816,0.005966,200,0
0.096539,0.111762,0.077203,0.012135,0.076037,0.897809,0.012212,100,0
0.153973,0.146483,0.052724,0.025099,0.086991,0.868179,0.003707,20,0
0.150715,0.180978,0.249664,0.070131,0.139325,0.760561,0.032454,200,0
0.071586,0.07415,0.134603,0.023305,0.070052,0.892623,0.011039,10,0
0.125033,0.174263,0.113177,0.017631,0.072532,0.75501,0.005215,500,1
0.167217,0.2418,0.176121,0.040893,0.041557,0.760222,0.019093,100,1
0.09089,0.163963,0.202054,0.008872,0.038393,0.782965,0.007302,2000,1
0.154949,0.173469,0.157984,0.072297,0.120857,0.82332,0.031344,500,0
0.164924,0.135794,0.14282,0.090392,0.161173,0.837388,0.027719,200,0
0.121367,0.181555,0.164667,0.063508,0.088916,0.791316,0.01654,500,1
0.087237,0.153414,0.13335,0.007157,0.044955,0.79338,0.008121,500,1
0.104118,0.23776,0.212456,0.047689,0.106942,0.743097,0.015365,500,0
0.22094,0.257443,0.174173,0.022284,0.084284,0.7345,0.035927,50,0
0.154628,0.157772,0.1433,0.102853,0.133456,0.850507,0.060487,50,1
0.128059,0.142034,0.139187,0.041711,0.117106,0.841066,0.020313,10,0
0.148877,0.144688,0.14255,0.056757,0.110976,0.841054,0.034334,20,0
0.164641,0.168785,0.023722,0.013015,0.124091,0.838677,0.014937,100,0
0.173514,0.145506,0.232811,0.075037,0.079067,0.803382,0.011869,200,0
0.168254,0.15628,0.173621,0.112787,0.194102,0.830917,0.041625,50,0
0.184169,0.184138,0.040334,0.046791,0.055856,0.840649,0.011774,500,0
0.180946,0.203634,0.162173,0.033775,0.165105,0.781896,0.057364,200,0
0.127437,0.174127,0.142345,0.107325,0.194424,0.819764,0.066173,500,0
0.100136,0.149417,0.158456,0.08893,0.113693,0.833999,0.030701,50,0
0.209201,0.259655,0.175606,0.023116,0.094437,0.774782,0.007127,100,0
0.196046,0.162954,0.014724,0.019102,0.056614,0.83529,0.023256,200,1
0.115549,0.09751,0.137263,0.089193,0.244765,0.813677,0.065628,10,1
0.204021,0.172614,0.18323,0.032193,0.111227,0.79641,0.015383,50,0
0.265035,0.246921,0.040735,0.03515,0.090198,0.751566,0.026317,10,0
0.232945,0.243199,0.175945,0.078133,0.128623,0.753213,0.033386,50,0
0.103014,0.188102,0.163541,0.043555,0.111361,0.794445,0.026151,10,0
0.137025,0.172476,0.135954,0.059762,0.050332,0.82993,0.019109,100,1
0.124819,0.142324,0.060831,0.042931,0.08396,0.882005,0.025395,10,0
0.075968,0.093405,0.017397,0.013276,0.014397,0.9241,0.006089,10,0
0.105548,0.119927,0.132445,0.101654,0.114672,0.870763,0.050009,100,1
0.142636,0.110359,0.130833,0.017091,0.078571,0.856966,0.015618,10,0
0.104,0.106526,0.072774,0.041062,0.109108,0.870101,0.03048,100,0
0.208764,0.211326,0.052449,0.055242,0.087606,0.820434,0.003713,10,0
0.097777,0.170636,0.128365,0.040774,0.085403,0.826146,0.020843,2000,1
0.152026,0.18818,0.239619,0.146739,0.275799,0.76841,0.075046,500,1
0.099063,0.106907,0.134153,0.005555,0.148795,0.856406,0.034972,20,0
0.152627,0.124384,0.141275,0.01375,0.018868,0.84853,0.01103,500,1
0.114982,0.234348,0.074742,0.034463,0.096668,0.753499,0.008642,10,0
0.14488,0.150799,0.144146,0.051884,0.104641,0.841478,0.027531,500,0
0.159211,0.163304,0.122912,0.070121,0.077071,0.829655,0.042974,10,0
0.141893,0.151742,0.200882,0.082867,0.124623,0.797822,0.01281,50,0
0.185639,0.206153,0.051174,0.038393,0.083455,0.799929,0.023034,500,0
0.169602,0.165931,0.147701,0.039055,0.06731,0.826066,0.031991,500,1
0.168627,0.175773,0.233441,0.087804,0.168642,0.735657,0.031055,100,1
0.072157,0.138334,0.186941,0.026686,0.08717,0.828421,0.026929,100,0
0.109791,0.194668,0.192561,0.032268,0.139376,0.785738,0.028897,100,0
0.130856,0.156714,0.061167,0.02785,0.097091,0.852618,0.01844,10,0
0.128732,0.175042,0.085997,0.008128,0.078128,0.836685,0.019365,20,0
0.199861,0.197578,0.298218,0.110941,0.22684,0.693743,0.03221,100,1
0.038097,0.058541,0.044361,0.021626,0.035388,0.935339,0.009754,10,0
0.128392,0.156562,0.203209,0.135248,0.256418,0.823422,0.072688,100,1
0.14851,0.16441,0.058828,0.045941,0.119146,0.850492,0.022576,500,0
0.146965,0.114079,0.20612,0.055563,0.154149,0.827098,0.039491,20,0
0.10522,0.112668,0.099747,0.01786,0.081012,0.886777,0.009515,500,0
0.16584,0.263583,0.084183,0.01938,0.06558,0.74812,0.007705,500,1
0.157892,0.154994,0.174831,0.155367,0.30787,0.836813,0.074533,50,1
0.209176,0.175379,0.157433,0.066115,0.083193,0.7801,0.009687,500,0
0.163094,0.265786,0.343583,0.039683,0.10241,0.679822,0.036403,2000,0
0.153808,0.155576,0.172127,0.036684,0.110887,0.827105,0.029194,20,0
0.122417,0.106778,0.053988,0.015913,0.103102,0.905341,0.019438,20,0
0.188559,0.278575,0.139901,0.062881,0.141955,0.766774,0.048124,500,0
0.06149,0.080186,0.114348,0.016431,0.047898,0.861809,0.019098,10,0
0.210699,0.210726,0.162885,0.128574,0.253963,0.783174,0.066762,500,0
0.151273,0.171616,0.11789,0.040768,0.096246,0.840487,0.036755,10,0
0.130759,0.170838,0.198389,0.023,0.128378,0.819773,0.020337,100,0
0.104203,0.13089,0.107343,0.026738,0.115864,0.858814,0.04404,100,1
0.115555,0.151792,0.086454,0.024198,0.081832,0.853132,0.016045,100,0
0.117927,0.090188,0.093304,0.006417,0.081873,0.89852,0.00658,50,0
0.161487,0.111091,0.093922,0.015109,0.102123,0.857593,0.024096,50,0
0.10456,0.142827,0.138777,0.050149,0.021044,0.823284,0.020692,500,1
0.304269,0.353492,0.173102,0.006495,0.084107,0.666743,0.015394,2000,0
0.11084,0.228482,0.162296,0.078751,0.11352,0.778606,0.022695,50,0
0.157284,0.105282,0.143194,0.015139,0.085301,0.823566,0.015982,2000,0
0.218929,0.297466,0.287196,0.064311,0.109038,0.726567,0.015569,10,0
0.0766,0.07807,0.084712,0.056436,0.082479,0.834968,0.020144,10,0
0.1705,0.195779,0.134146,0.067108,0.131513,0.820736,0.004098,20,0
0.111234,0.131855,0.128408,0.035037,0.105381,0.823833,0.033173,50,0
0.05127,0.053607,0.184855,0.023976,0.047135,0.881596,0.024327,20,0
0.115151,0.101224,0.074396,0.015564,0.064411,0.796185,0.017757,200,0
0.120712,0.189339,0.07351,0.045195,0.112682,0.811278,0.030636,10,0
0.103341,0.09486,0.108984,0.008774,0.075989,0.876768,0.019842,20,0
0.134187,0.120453,0.127168,0.05368,0.105942,0.790719,0.016048,500,1
0.165409,0.177875,0.247064,0.167861,0.315293,0.749596,0.078998,100,1
0.177096,0.188005,0.191726,0.076679,0.205113,0.817816,0.032159,20,1
0.111987,0.188647,0.255197,0.032594,0.094869,0.741949,0.022317,50,0
0.13682,0.269596,0.244915,0.033356,0.083375,0.684975,0.007891,500,1
0.15672,0.189705,0.154119,0.050313,0.111906,0.844185,0.029122,10,0
0.170386,0.171579,0.288372,0.053941,0.162393,0.702111,0.019177,50,1
0.232262,0.187574,0.082604,0.029142,0.125859,0.7551,0.019963,100,0
0.111607,0.112936,0.101615,0.05639,0.119834,0.872103,0.031189,200,0
0.105978,0.198087,0.128113,0.150238,0.170914,0.768854,0.030674,20,0
0.116321,0.077964,0.1195,0.051271,0.103856,0.893034,0.003519,200,0
0.181377,0.240615,0.308063,0.061227,0.146154,0.702107,0.027757,500,1
0.185889,0.134681,0.087171,0.085661,0.102702,0.80859,0.031262,100,0
0.113773,0.123097,0.038583,0.059573,0.146085,0.861439,0.032206,100,0
0.165117,0.165862,0.164668,0.143759,0.278285,0.827846,0.067679,100,1
0.203274,0.183121,0.244103,0.066617,0.131182,0.74162,0.024226,20,1
0.180251,0.197033,0.211101,0.181741,0.320682,0.802556,0.085892,500,1
0.110811,0.046638,0.183897,0.035937,0.031963,0.844343,0.015143,500,1
0.137364,0.145506,0.102113,0.127927,0.145226,0.849907,0.063286,20,1
0.145423,0.019634,0.084494,0.010606,0.019673,0.887056,0.007802,20,0
0.097557,0.0858,0.06718,0.017498,0.061573,0.920386,0.009521,10,0
0.200605,0.222491,0.009185,0.031696,0.105564,0.720762,0.013011,10,0
0.112784,0.079559,0.042959,0.006873,0.043497,0.893578,0.013564,50,0
0.17296,0.173653,0.181986,0.04242,0.097255,0.802414,0.022538,10,0
0.121192,0.155938,0.123942,0.146022,0.262956,0.852252,0.072932,100,1
0.123417,0.165567,0.309926,0.070735,0.132869,0.754177,0.027887,100,1
0.20051,0.210518,0.171127,0.07553,0.1797,0.799006,0.027986,500,1
0.157807,0.226095,0.213134,0.031723,0.036453,0.77977,0.008188,20,0
0.13647,0.081037,0.062405,0.026068,0.073687,0.864925,0.017637,100,0
0.105182,0.217047,0.154305,0.120463,0.144856,0.79237,0.023609,20,0
0.127159,0.175772,0.301722,0.037428,0.131502,0.731327,0.025175,50,1
0.176514,0.154809,0.140555,0.060903,0.077394,0.866028,0.006102,50,0
0.188804,0.144626,0.114909,0.05692,0.107106,0.807468,0.014083,50,0
0.219481,0.165709,0.160199,0.073983,0.104533,0.765807,0.025967,200,0
0.119613,0.141201,0.073882,0.015777,0.109305,0.85898,0.011598,20,0
0.109891,0.151643,0.148827,0.136138,0.249861,0.812623,0.065011,10,1
0.112988,0.125865,0.137888,0.047659,0.068052,0.865791,0.01425,10,0
0.140441,0.138332,0.161093,0.075668,0.114915,0.810133,0.028176,10,0
0.140712,0.147609,0.178231,0.104293,0.120809,0.837663,0.05401,500,1
0.136195,0.336215,0.228567,0.017675,0.089208,0.6863,0.017885,10,0
0.174207,0.187143,0.152866,0.164919,0.316996,0.831028,0.078858,200,1
0.2332,0.250454,0.226856,0.010465,0.095437,0.758243,0.015223,20,0
0.144704,0.138561,0.163174,0.158006,0.259866,0.818229,0.071289,100,0
0.135687,0.168593,0.129618,0.018591,0.060557,0.80975,0.010642,500,0
0.122315,0.08822,0.157836,0.129721,0.119826,0.839761,0.06075,500,1
0.166906,0.172925,0.052332,0.067226,0.1224,0.843386,0.032668,50,0
0.173523,0.193886,0.160429,0.008369,0.127718,0.796145,0.034873,100,0
0.118657,0.10657,0.156185,0.093724,0.100979,0.877677,0.003616,20,0
0.1641,0.185553,0.214236,0.068673,0.16145,0.803201,0.026204,20,1
0.183219,0.158607,0.184033,0.049781,0.110497,0.823335,0.026147,50,0
0.146078,0.223396,0.102816,0.070671,0.114667,0.806686,0.018177,500,1
0.074366,0.123479,0.069818,0.037731,0.071303,0.885362,0.015745,20,0
0.103785,0.083108,0.07848,0.014433,0.04825,0.886484,0.015128,10,0
0.145449,0.156587,0.145862,0.169603,0.298909,0.856722,0.085819,20,1
0.135526,0.130298,0.148151,0.009701,0.024635,0.841499,0.011653,2000,0
0.092651,0.095987,0.077759,0.079496,0.126582,0.856315,0.027691,200,0
0.104357,0.087244,0.078214,0.077179,0.13286,0.891928,0.040521,10,0
0.107348,0.16685,0.182598,0.101254,0.145339,0.830694,0.03816,500,0
0.124354,0.150314,0.072494,0.008091,0.095027,0.873555,0.004017,200,0
0.147112,0.149395,0.236229,0.089969,0.160176,0.763614,0.031888,10,1
0.180264,0.230321,0.197668,0.024068,0.057554,0.765216,0.012779,500,0
0.078604,0.084823,0.072192,0.048955,0.050856,0.881795,0.02375,100,1
0.138935,0.160921,0.222907,0.018449,0.116745,0.795981,0.035699,2000,0
0.163226,0.220023,0.208183,0.019674,0.108297,0.761865,0.005434,200,0
0.159937,0.150982,0.046766,0.070903,0.13176,0.846159,0.026289,20,0
0.054518,0.062222,0.027602,0.022664,0.022666,0.939505,0.007521,10,0
0.171669,0.16529,0.134955,0.039775,0.138203,0.823967,0.018837,500,1
0.04552,0.037179,0.013623,0.011416,0.005762,0.955368,0.001607,50,0
0.145058,0.13837,0.166404,0.135334,0.236488,0.823436,0.06417,10,1
0.10019,0.119902,0.197732,0.043802,0.088011,0.801363,0.021147,500,1
0.094435,0.096307,0.12535,0.01206,0.031037,0.883938,0.007038,20,0
0.060532,0.083605,0.065675,0.028597,0.070128,0.913906,0.032497,20,0
0.176123,0.042916,0.178791,0.035167,0.071837,0.855643,0.018266,50,0
0.240605,0.222242,0.023746,0.013852,0.097196,0.777899,0.024384,10,0
0.142696,0.137732,0.084596,0.030966,0.143386,0.840768,0.033325,100,0
0.107498,0.111567,0.079074,0.044515,0.070566,0.908507,0.015718,200,0
0.196,0.146824,0.033104,0.040472,0.090833,0.815516,0.014052,100,0
0.127058,0.119466,0.117057,0.054957,0.117576,0.883204,0.028277,10,0
0.078983,0.097115,0.085792,0.056115,0.046396,0.903016,0.020471,100,1
0.125344,0.129649,0.094807,0.016043,0.066892,0.86447,0.019722,10,0
0.157605,0.143362,0.141745,0.00655,0.109027,0.864207,0.023127,100,0
0.159392,0.219868,0.106726,0.049767,0.134356,0.829276,0.024168,100,0
0.128924,0.140977,0.109819,0.034017,0.131218,0.884512,0.020331,2000,0
0.148253,0.132835,0.097003,0.013794,0.079991,0.855346,0.027659,200,0
0.070244,0.097496,0.074942,0.037324,0.055707,0.84943,0.032716,10,1
0.324923,0.15509,0.240109,0.044363,0.149027,0.68583,0.035977,200,0
0.255874,0.084689,0.097014,0.059118,0.067432,0.753247,0.020468,100,0
0.116298,0.142949,0.113372,0.092035,0.169555,0.848465,0.037889,2000,1
0.105138,0.117308,0.015172,0.007111,0.077114,0.859871,0.025067,20,0
0.089945,0.140534,0.101747,0.018169,0.083687,0.874579,0.013857,50,0
0.1812,0.194397,0.179746,0.144128,0.289689,0.802975,0.086415,500,1
0.107477,0.076053,0.095934,0.057683,0.043806,0.87225,0.020908,100,0
0.082982,0.134572,0.107411,0.015229,0.050059,0.852441,0.005159,20,0
0.158266,0.272394,0.285283,0.022331,0.092628,0.725293,0.006484,20,0
0.167647,0.181683,0.275437,0.147224,0.29447,0.722711,0.074219,500,1
0.298414,0.080056,0.0,0.016914,0.043735,0.69886,0.010411,200,0
0.170506,0.261498,0.109802,0.039754,0.061279,0.774782,0.004608,500,1
0.12505,0.110136,0.083304,0.019633,0.069217,0.741321,0.010761,200,0
0.144654,0.150679,0.160949,0.1724,0.324664,0.833203,0.083358,10,1
0.155112,0.158101,0.116304,0.043136,0.092193,0.767142,0.018417,500,0
0.248225,0.24209,0.095396,0.019012,0.05787,0.825953,0.015181,10,0
0.114396,0.0824,0.113985,0.040134,0.071879,0.902371,0.019508,100,0
0.120125,0.089473,0.071317,0.008662,0.054069,0.880212,0.01418,50,0
0.092145,0.13012,0.167821,0.015424,0.089848,0.867705,0.003523,20,0
0.131449,0.117988,0.109671,0.061688,0.083903,0.889467,0.006256,50,0
