intaglio_depth,security_thread_visible,watermark_clarity,color_shift_ink,microprint_score,uv_fluorescence,serial_number_font,denomination,label
0.156085,0.140607,0.045718,0.02252,0.062845,0.849427,0.02409,500,0
0.08331,0.073957,0.053555,0.036693,0.083934,0.916738,0.016589,50,0
0.149112,0.218157,0.250937,0.063598,0.152636,0.775624,0.02965,100,0
0.138394,0.156285,0.18708,0.014158,0.129114,0.854823,0.068722,20,0
0.160653,0.20528,0.301041,0.12924,0.234836,0.737092,0.057118,100,1
0.127021,0.230198,0.182877,0.067841,0.141113,0.747123,0.03023,500,0
0.065377,0.086969,0.052434,0.008822,0.009255,0.919737,0.002895,10,0
0.133857,0.164582,0.132913,0.063838,0.129413,0.83582,0.03853,10,1
0.121064,0.05109,0.094011,0.030316,0.076492,0.884984,0.021166,10,0
0.161975,0.178565,0.208107,0.066921,0.127712,0.814716,0.029829,100,1
0.186453,0.23957,0.211373,0.050078,0.084375,0.744228,0.020918,10,0
0.102054,0.14498,0.100446,0.041011,0.070568,0.878944,0.018299,50,0
0.178208,0.184674,0.255355,0.017795,0.068873,0.767674,0.018027,50,0
0.098644,0.266141,0.249713,0.035605,0.083832,0.722215,0.011422,100,0
0.101567,0.071067,0.01435,0.007841,0.040981,0.897588,0.00889,50,0
0.18157,0.208097,0.222161,0.019376,0.183561,0.688205,0.03546,50,1
0.267615,0.290033,0.10485,0.067819,0.087276,0.766529,0.006333,20,0
0.197799,0.209549,0.214425,0.087442,0.232152,0.796231,0.035998,20,1
0.253316,0.243577,0.269782,0.141241,0.23581,0.730096,0.055541,500,0
0.184099,0.273064,0.453946,0.037208,0.097108,0.665919,0.014993,500,1
0.113291,0.110992,0.143486,0.033785,0.030119,0.85987,0.013319,100,1
0.098648,0.11239,0.205446,0.023172,0.066781,0.825886,0.009614,100,0
0.135584,0.125457,0.135964,0.120379,0.147681,0.847085,0.006823,100,0
0.137464,0.141978,0.182562,0.061578,0.142043,0.828896,0.029355,10,1
0.140122,0.14024,0.129654,0.129264,0.200833,0.85832,0.054861,100,0
0.123257,0.12663,0.022452,0.05427,0.06395,0.878231,0.018631,20,0
0.149984,0.188899,0.153072,0.065573,0.126919,0.809135,0.032851,100,0
0.153121,0.137019,0.134793,0.022364,0.07847,0.865364,0.003317,200,0
0.129742,0.103678,0.019737,0.060973,0.11418,0.877884,0.017643,200,0
0.202938,0.03523,0.114546,0.024934,0.051618,0.746218,0.017268,100,0
0.130234,0.137793,0.111905,0.120952,0.211026,0.859626,0.049949,10,1
0.125899,0.129142,0.127541,0.077199,0.043359,0.84331,0.015656,200,1
0.175293,0.193545,0.249947,0.123494,0.249618,0.736103,0.056978,50,1
0.156737,0.151064,0.195456,0.149818,0.233051,0.789783,0.051427,500,1
0.139178,0.149199,0.173483,0.17881,0.30777,0.840956,0.078456,50,1
0.093157,0.151508,0.12647,0.026532,0.094924,0.854797,0.031678,50,0
0.15374,0.158222,0.206315,0.069553,0.074022,0.803339,0.013736,10,1
0.067973,0.176289,0.103216,0.035062,0.081625,0.791853,0.016418,10,0
0.133699,0.09247,0.115141,0.058676,0.119987,0.880839,0.019361,20,0
0.157394,0.175394,0.207372,0.130635,0.24781,0.793292,0.062837,100,1
0.182568,0.13564,0.07041,0.021305,0.057904,0.820648,0.011839,500,0
0.15066,0.187459,0.028157,0.02362,0.081606,0.802667,0.010604,500,0
0.147668,0.180387,0.143803,0.104519,0.126198,0.851928,0.05524,20,1
0.139326,0.118588,0.141889,0.048761,0.13002,0.844532,0.02894,100,0
0.175226,0.257546,0.178754,0.039768,0.125499,0.783488,0.023617,20,0
0.150316,0.155006,0.085024,0.11609,0.128948,0.847948,0.058778,500,1
0.211198,0.218365,0.231632,0.02281,0.078884,0.792446,0.010829,10,0
0.136945,0.26791,0.268815,0.0756,0.122284,0.745592,0.012039,10,0
0.252267,0.202234,0.243711,0.010139,0.030606,0.771708,0.004231,20,0
0.131204,0.183083,0.113206,0.107618,0.149282,0.84156,0.008963,100,0
0.143598,0.122393,0.081574,0.025712,0.126567,0.843312,0.021559,100,0
0.119404,0.201125,0.161998,0.055761,0.098274,0.798611,0.029742,100,0
0.218107,0.151805,0.012792,0.030865,0.107963,0.753421,0.021285,2000,0
0.131043,0.116239,0.164196,0.028606,0.049457,0.83276,0.026803,500,1
0.101198,0.111882,0.118896,0.022242,0.066665,0.883561,0.016464,10,0
0.103763,0.073098,0.115747,0.015952,0.048052,0.864215,0.01604,200,0
0.23228,0.2018,0.054725,0.031022,0.122885,0.777886,0.01359,500,0
0.104656,0.107755,0.104386,0.014764,0.126103,0.86927,0.013451,50,0
0.143362,0.165605,0.087841,0.052832,0.076082,0.849014,0.022524,50,1
0.13597,0.219801,0.231734,0.028886,0.127439,0.787883,0.034645,2000,0
0.195745,0.217319,0.20942,0.0278,0.143617,0.752081,0.011442,200,0
0.111758,0.116153,0.118896,0.009489,0.087205,0.87555,0.037543,100,0
0.256341,0.299762,0.025549,0.031451,0.115613,0.75274,0.023749,20,0
0.09813,0.082573,0.055892,0.056798,0.090359,0.903755,0.036256,20,0
0.17507,0.162608,0.249955,0.038107,0.091925,0.72123,0.023118,10,0
0.137035,0.145958,0.068023,0.008415,0.112288,0.866516,0.031878,200,0
0.131082,0.073507,0.032517,0.074725,0.082147,0.887825,0.005136,50,0
0.094333,0.055027,0.100217,0.033481,0.07353,0.904303,0.003814,50,0
0.273492,0.148805,0.03099,0.035419,0.081994,0.777044,0.024537,50,0
0.171219,0.170708,0.138208,0.056353,0.128886,0.847477,0.041952,100,0
0.217187,0.253776,0.152602,0.073878,0.114336,0.764607,0.03003,500,0
0.194368,0.191816,0.138621,0.022609,0.158306,0.785453,0.059232,50,0
0.172246,0.208324,0.159547,0.097086,0.190337,0.819348,0.009452,50,0
0.128284,0.189588,0.076674,0.038123,0.117161,0.798661,0.023679,200,0
0.164197,0.220973,0.322954,0.06162,0.123874,0.725839,0.024332,500,1
0.146011,0.205516,0.154884,0.056024,0.107957,0.765124,0.022813,10,0
0.078258,0.091345,0.063108,0.023312,0.033752,0.925332,0.010856,100,0
0.163157,0.180611,0.227832,0.071565,0.108724,0.808907,0.022961,10,0
0.140547,0.146106,0.176285,0.112963,0.118128,0.832698,0.048184,500,1
0.118415,0.121576,0.117212,0.134025,0.236455,0.863728,0.065748,10,1
0.153211,0.091599,0.138461,0.02974,0.107831,0.841436,0.031788,10,0
0.120769,0.103489,0.037516,0.076207,0.090233,0.886118,0.006509,100,0
0.173214,0.202003,0.164315,0.086248,0.212706,0.786391,0.038157,500,0
0.315303,0.308348,0.282906,0.017564,0.100563,0.723727,0.008672,20,0
0.132756,0.197706,0.174828,0.007468,0.114826,0.81508,0.021613,100,0
0.15908,0.165504,0.131904,0.152595,0.281651,0.849213,0.064272,200,1
0.107766,0.1429,0.128431,0.06396,0.109026,0.823844,0.030509,20,0
0.138402,0.124436,0.136622,0.025018,0.070301,0.860039,0.020033,20,0
0.097234,0.090473,0.069475,0.016825,0.014156,0.878417,0.00919,10,1
0.148419,0.120362,0.074384,0.026858,0.088717,0.846757,0.018119,100,0
0.09837,0.113107,0.090845,0.008169,0.031554,0.895053,0.015777,10,0
0.138772,0.196699,0.155692,0.139137,0.215835,0.775814,0.062007,100,1
0.132278,0.185505,0.063397,0.032927,0.067126,0.806599,0.004191,500,1
0.14972,0.144051,0.230123,0.095778,0.209408,0.726264,0.052588,10,1
0.145275,0.163352,0.00032,0.015267,0.139396,0.844516,0.01785,10,0
0.113225,0.103384,0.108906,0.005446,0.126624,0.868284,0.01996,50,0
0.107541,0.19104,0.139501,0.047273,0.098451,0.803436,0.040147,20,0
0.203803,0.165446,0.058088,0.003962,0.017861,0.825267,0.004586,500,0
0.116374,0.124497,0.116325,0.116921,0.144588,0.859112,0.064716,100,1
0.202736,0.162998,0.22171,0.012115,0.06935,0.779787,0.022746,2000,0
0.114802,0.145212,0.19721,0.023839,0.117512,0.819948,0.028196,200,0
0.129165,0.102112,0.09371,0.119435,0.165039,0.860436,0.045364,50,0
0.15874,0.188339,0.016978,0.018061,0.092218,0.838771,0.015581,10,0
0.10019,0.181497,0.101259,0.045343,0.103998,0.821701,0.025736,20,0
0.127992,0.13669,0.172281,0.101692,0.137016,0.855361,0.066087,500,1
0.14595,0.1205,0.162522,0.072269,0.192063,0.841094,0.011928,100,0
0.135747,0.086185,0.083829,0.065167,0.108658,0.863696,0.02987,200,0
0.089424,0.194031,0.143666,0.041448,0.103363,0.731642,0.021523,500,0
0.164833,0.186249,0.22151,0.041744,0.11861,0.793277,0.035759,50,0
0.089973,0.086338,0.106292,0.008611,0.019602,0.903488,0.008911,20,0
0.148792,0.19234,0.138053,0.083429,0.13199,0.81721,0.030799,2000,0
0.282441,0.343393,0.099133,0.013504,0.074485,0.765452,0.032955,50,0
0.103116,0.087002,0.097333,0.067364,0.100716,0.869919,0.030233,10,0
0.093987,0.107218,0.182208,0.048857,0.106188,0.834326,0.031774,10,0
0.19482,0.188813,0.176735,0.051958,0.107133,0.815107,0.015906,2000,0
0.181538,0.187598,0.317167,0.072451,0.170921,0.6661,0.021875,500,1
0.080719,0.077475,0.077073,0.015994,0.013333,0.924506,0.005472,10,0
0.142845,0.168543,0.117751,0.127613,0.162657,0.832532,0.026313,500,0
0.112671,0.084639,0.112563,0.082275,0.09728,0.886527,0.043318,10,1
0.175361,0.155671,0.108669,0.036957,0.091121,0.829853,0.019812,100,0
0.12871,0.139011,0.173541,0.175689,0.326002,0.838656,0.083729,100,1
0.229373,0.226178,0.015887,0.011502,0.023063,0.762656,0.0094,10,0
0.079641,0.101996,0.091996,0.009903,0.034282,0.911732,0.008571,200,0
0.15116,0.190878,0.133934,0.01559,0.104473,0.861898,0.025211,10,0
0.131627,0.156888,0.146012,0.089517,0.164294,0.830382,0.037177,500,1
0.11484,0.097801,0.309527,0.079172,0.120163,0.807388,0.034022,100,0
0.13419,0.11417,0.086166,0.055341,0.111377,0.862225,0.010559,10,0
0.109857,0.120317,0.099526,0.0358,0.119855,0.859745,0.0215,20,0
0.165228,0.170408,0.26669,0.019636,0.162553,0.731353,0.025858,20,1
0.108438,0.228602,0.221221,0.047218,0.128054,0.77214,0.013992,20,0
0.204155,0.298927,0.053266,0.041681,0.096959,0.805682,0.025051,500,0
0.190905,0.163918,0.16935,0.159641,0.169863,0.820322,0.071394,200,1
0.178952,0.129988,0.028227,0.042848,0.11775,0.81363,0.026147,50,0
0.137521,0.111538,0.183961,0.032759,0.08716,0.826167,0.018583,100,0
0.125821,0.079747,0.106143,0.015973,0.075126,0.863107,0.01793,10,0
0.193968,0.170471,0.183438,0.03128,0.103709,0.782283,0.028509,2000,0
0.138514,0.049742,0.136361,0.025793,0.039939,0.853496,0.01769,100,0
0.16683,0.193705,0.131151,0.026415,0.078651,0.816943,0.020457,200,0
0.137,0.180384,0.158693,0.086965,0.140015,0.797923,0.033998,10,0
0.123203,0.174516,0.295927,0.048633,0.188196,0.735624,0.038928,50,1
0.169934,0.235404,0.122668,0.004645,0.169759,0.749567,0.018678,2000,0
0.129753,0.130077,0.20627,0.027401,0.091853,0.800213,0.022433,50,0
0.09552,0.116482,0.118954,0.024675,0.103596,0.846147,0.023409,50,0
0.153084,0.140009,0.14339,0.084744,0.087588,0.874333,0.004826,50,0
0.177169,0.178773,0.240306,0.106839,0.152209,0.754435,0.02916,100,1
0.155293,0.215591,0.191124,0.068466,0.149236,0.776315,0.040757,500,0
0.107829,0.124989,0.208374,0.141162,0.261619,0.811285,0.066981,50,1
0.207074,0.17954,0.118571,0.085214,0.166565,0.725072,0.039028,500,1
0.121654,0.260724,0.172625,0.077445,0.164375,0.762687,0.031051,500,0
0.097585,0.111443,0.088726,0.072121,0.074769,0.86507,0.030541,50,1
0.1368,0.164157,0.304185,0.066086,0.153833,0.758495,0.028429,10,1
0.142687,0.124413,0.126294,0.070168,0.133954,0.806078,0.028616,20,0
0.129213,0.147734,0.037424,0.012647,0.027447,0.879254,0.006925,50,0
0.120348,0.156344,0.214829,0.177484,0.301709,0.815444,0.077394,10,1
0.100773,0.135505,0.108894,0.066637,0.123774,0.852542,0.024659,100,0
0.10826,0.102964,0.112367,0.090752,0.122069,0.882901,0.024385,100,0
0.136501,0.143102,0.185321,0.068111,0.104305,0.803817,0.02417,100,0
0.12456,0.115774,0.09252,0.075661,0.123806,0.818881,0.030264,100,0
0.154656,0.176272,0.301632,0.025525,0.088712,0.715133,0.024948,100,1
0.122054,0.110612,0.097618,0.060163,0.11928,0.862707,0.026599,10,0
0.207304,0.218321,0.220392,0.085793,0.208471,0.772944,0.036588,100,1
0.149183,0.255412,0.202754,0.028261,0.075116,0.745932,0.013727,500,0
0.192273,0.192242,0.019119,0.072932,0.129372,0.813917,0.023237,100,0
0.130055,0.147158,0.161417,0.067642,0.124629,0.852643,0.005656,500,0
0.124946,0.106167,0.118793,0.067623,0.083798,0.868083,0.010461,20,0
0.082735,0.136781,0.255835,0.114768,0.197281,0.769882,0.049694,50,1
0.15078,0.16065,0.188813,0.168012,0.309077,0.823349,0.08037,100,1
0.129562,0.214986,0.260073,0.050302,0.120606,0.768354,0.034664,100,0
0.139965,0.114089,0.131435,0.003074,0.014127,0.843573,0.011801,20,1
0.110975,0.085633,0.075181,0.004414,0.05208,0.875746,0.015621,20,0
0.130623,0.124473,0.155731,0.015693,0.086091,0.865223,0.015704,200,0
0.160025,0.142719,0.139256,0.050299,0.123921,0.815144,0.039877,200,1
0.144654,0.166735,0.214184,0.168947,0.296588,0.798084,0.075648,100,1
0.124234,0.146522,0.257824,0.016203,0.061129,0.814725,0.004419,500,1
0.112784,0.16167,0.167092,0.0185,0.07733,0.827887,0.017838,10,0
0.117962,0.094158,0.091185,0.007275,0.095228,0.850749,0.026139,20,0
0.138102,0.149388,0.196878,0.052973,0.102494,0.816005,0.030619,20,0
0.183922,0.192194,0.221782,0.080344,0.176092,0.795591,0.039958,200,1
0.221675,0.232549,0.234478,0.099121,0.257707,0.77406,0.037999,20,1
0.282014,0.057226,0.109956,0.01525,0.060466,0.718522,0.017471,50,0
0.172676,0.168317,0.171131,0.024899,0.037601,0.829363,0.020131,100,1
0.147256,0.079285,0.079347,0.035703,0.090548,0.883478,0.01301,100,0
0.167887,0.211872,0.140826,0.021166,0.147705,0.816151,0.022151,2000,1
0.112818,0.198535,0.221144,0.012205,0.059579,0.75169,0.008316,500,1
0.107849,0.129516,0.125225,0.089057,0.119658,0.858674,0.025598,50,0
0.132062,0.130446,0.057129,0.020896,0.040769,0.872525,0.00986,20,0
0.15094,0.149438,0.132079,0.073547,0.104437,0.856707,0.053509,200,1
0.159913,0.20267,0.044728,0.054926,0.153799,0.824315,0.044997,10,0
0.110687,0.118013,0.219905,0.088658,0.20611,0.798693,0.051577,10,1
0.109926,0.109399,0.10226,0.049144,0.042155,0.867128,0.015547,50,1
0.15601,0.156463,0.123462,0.131719,0.125284,0.833817,0.057493,500,1
0.08884,0.093469,0.077963,0.036846,0.07161,0.871922,0.01066,20,0
0.160962,0.29096,0.200969,0.029698,0.094603,0.743892,0.012644,20,0
0.176895,0.178544,0.15451,0.133689,0.138136,0.83402,0.063949,100,1
0.235102,0.216354,0.257171,0.135963,0.113532,0.718004,0.008427,10,0
0.201984,0.194972,0.175989,0.260244,0.275667,0.815368,0.062181,10,0
0.088017,0.09699,0.094078,0.046238,0.097587,0.854097,0.024077,2000,1
0.255675,0.170269,0.119578,0.09508,0.134806,0.734429,0.061106,20,1
0.112589,0.148787,0.027938,0.068401,0.131691,0.859751,0.027298,500,0
0.169191,0.186267,0.227186,0.102653,0.166835,0.749466,0.032466,100,1
0.111201,0.104039,0.075663,0.026655,0.063513,0.889805,0.013607,100,0
0.141597,0.146302,0.06521,0.011477,0.13762,0.83436,0.022422,100,0
0.13996,0.090285,0.096069,0.031072,0.107487,0.857212,0.010581,500,0
0.141459,0.198829,0.280792,0.064498,0.138304,0.752126,0.021435,200,0
0.122725,0.16784,0.305225,0.06902,0.19147,0.726658,0.04455,50,0
0.095511,0.139761,0.160219,0.02615,0.090897,0.782073,0.022491,500,1
0.16543,0.157536,0.161741,0.067982,0.106177,0.829668,0.025679,100,0
0.153834,0.236765,0.138186,0.098582,0.130756,0.766283,0.027945,200,0
0.088017,0.09699,0.094078,0.046238,0.097587,0.854097,0.024077,2000,1
0.140551,0.189089,0.443916,0.02477,0.134417,0.673334,0.009399,500,1
0.11736,0.118827,0.118739,0.043327,0.071969,0.886877,0.002706,20,0
0.153122,0.139252,0.095676,0.02491,0.038772,0.852523,0.02095,50,1
0.183776,0.191461,0.085793,0.060194,0.100037,0.778811,0.022383,10,0
0.115702,0.113034,0.109122,0.08398,0.141956,0.87993,0.040359,20,0
0.130931,0.203946,0.138041,0.027218,0.096482,0.8126,0.019039,50,0
0.096776,0.095441,0.10969,0.006248,0.082111,0.89671,0.011823,200,0
0.12453,0.184686,0.295873,0.079193,0.111981,0.75524,0.02272,10,1
0.138088,0.151871,0.152206,0.08427,0.238607,0.80607,0.070221,100,0
0.106221,0.134928,0.083405,0.132814,0.112023,0.841097,0.055717,500,1
0.070858,0.216337,0.166234,0.049155,0.099192,0.771018,0.03422,500,1
0.240849,0.239837,0.281055,0.086332,0.250794,0.725653,0.051626,20,1
0.154191,0.147497,0.298662,0.074077,0.142307,0.727694,0.022517,20,1
0.18209,0.227535,0.127747,0.034656,0.140724,0.75167,0.020176,50,0
0.084185,0.083197,0.049266,0.075099,0.070316,0.871763,0.013549,20,0
0.163649,0.200305,0.222929,0.060551,0.152055,0.751835,0.028827,20,0
0.13865,0.159411,0.23157,0.02101,0.061737,0.806964,0.004648,500,1
0.131462,0.1118,0.118364,0.001434,0.012809,0.859503,0.012888,500,1
0.188824,0.170609,0.167097,0.134002,0.293542,0.785026,0.072807,100,0
0.160719,0.279226,0.206286,0.033122,0.091774,0.785643,0.019604,20,0
0.132713,0.099242,0.139611,0.02306,0.031021,0.867078,0.017419,100,1
0.142887,0.11472,0.155361,0.093573,0.156665,0.833572,0.028682,500,0
0.19611,0.17564,0.137864,0.036236,0.129146,0.760593,0.010779,200,0
0.149921,0.082695,0.154823,0.013561,0.060516,0.793236,0.010503,500,1
0.142564,0.134533,0.161836,0.023048,0.06208,0.866613,0.016675,50,0
0.118882,0.086083,0.120336,0.101494,0.124045,0.867317,0.05414,500,1
0.138978,0.106767,0.228859,0.066365,0.050119,0.840053,0.021443,100,0
0.128691,0.133319,0.037956,0.016847,0.064219,0.880319,0.016682,10,0
0.169683,0.170397,0.221659,0.083383,0.300884,0.761735,0.080379,200,1
0.151956,0.172914,0.144913,0.072457,0.180714,0.840692,0.027581,20,0
0.093773,0.114466,0.125456,0.012597,0.125276,0.850772,0.042238,50,0
0.118775,0.133236,0.132328,0.098979,0.163228,0.820074,0.04763,2000,1
0.159532,0.144917,0.127695,0.057084,0.193208,0.866539,0.029633,50,0
0.34643,0.329099,0.123669,0.012446,0.056029,0.731663,0.010454,500,0
0.120858,0.031988,0.205415,0.03097,0.046532,0.856692,0.021082,50,0
0.148212,0.155202,0.074925,0.026301,0.096714,0.8139,0.020084,100,0
0.121279,0.140254,0.166979,0.054326,0.096485,0.846126,0.024186,20,0
0.164189,0.16974,0.126591,0.011011,0.100579,0.830246,0.012309,20,0
0.19056,0.196609,0.225388,0.088958,0.221529,0.791141,0.046692,200,1
0.03482,0.03915,0.09508,0.023061,0.018555,0.910753,0.005457,200,1
0.193312,0.173949,0.218593,0.039276,0.108609,0.777578,0.009988,500,0
0.134238,0.143004,0.127236,0.073193,0.135545,0.843135,0.02716,100,0
0.099292,0.077408,0.091029,0.050271,0.043747,0.892823,0.022533,20,1
0.085141,0.099369,0.10041,0.017674,0.056041,0.883955,0.019163,10,0
0.100056,0.120315,0.122739,0.071779,0.104682,0.872103,0.020763,2000,0
0.110155,0.134282,0.161034,0.024729,0.020425,0.852616,0.015233,2000,0
0.093405,0.076154,0.040009,0.093219,0.114632,0.865451,0.024217,200,0
0.187349,0.180657,0.163056,0.004237,0.078289,0.840701,0.00578,500,0
0.075991,0.111856,0.034415,0.039405,0.062098,0.883813,0.002823,200,0
0.154785,0.165953,0.140676,0.078518,0.177735,0.820491,0.050075,2000,0
0.158229,0.145368,0.16268,0.025502,0.118221,0.838701,0.028043,200,0
0.145942,0.066437,0.152017,0.054176,0.07835,0.805165,0.014189,50,0
0.184816,0.209621,0.166848,0.028345,0.102685,0.799661,0.021009,100,0
0.06004,0.057506,0.05288,0.014832,0.050655,0.90616,0.02108,500,1
0.165125,0.113655,0.140404,0.012427,0.104121,0.821347,0.015603,10,0
0.130773,0.138927,0.034007,0.003433,0.021872,0.864082,0.008617,20,0
0.150714,0.158488,0.114209,0.044806,0.133837,0.822804,0.021673,500,0
0.126295,0.149834,0.100913,0.036275,0.072101,0.820645,0.025148,10,0
0.199282,0.239307,0.073666,0.057282,0.109027,0.821966,0.029161,500,0
0.218148,0.218232,0.189249,0.08405,0.160538,0.797612,0.034758,2000,0
0.188912,0.189296,0.145987,0.018158,0.086481,0.793876,0.023887,10,0
0.078883,0.097445,0.069202,0.04341,0.11829,0.886915,0.026791,10,0
0.152436,0.141992,0.149587,0.131912,0.159961,0.841902,0.071861,50,1
0.070827,0.078167,0.07958,0.007474,0.034358,0.909196,0.010413,10,0
0.092611,0.080508,0.120571,0.022958,0.030174,0.899242,0.017809,20,0
0.178024,0.230151,0.163999,0.035159,0.095582,0.714385,0.024627,500,1
0.147334,0.117307,0.10575,0.008764,0.11963,0.855352,0.020616,20,0
0.150454,0.076134,0.00859,0.055484,0.109737,0.860064,0.019195,50,0
0.121429,0.145416,0.070433,0.039347,0.125475,0.897014,0.031255,2000,0
0.136026,0.233839,0.212898,0.040759,0.135872,0.771096,0.021637,100,0
0.128033,0.120938,0.124218,0.058442,0.093312,0.879019,0.004096,50,0
0.137913,0.119115,0.011613,0.08261,0.074954,0.865468,0.012314,50,0
0.169632,0.190785,0.007914,0.01797,0.087006,0.794166,0.010446,20,0
0.099273,0.094404,0.070846,0.03677,0.043393,0.908276,0.0167,20,0
0.137279,0.152606,0.129713,0.055252,0.114937,0.843864,0.017221,100,0
0.15489,0.172844,0.236947,0.052743,0.122266,0.790595,0.031676,50,0
0.125956,0.121767,0.076992,0.009377,0.102805,0.880805,0.013384,10,0
0.238178,0.185708,0.242114,0.125321,0.257176,0.777394,0.109885,10,0
0.188308,0.149054,0.140027,0.049065,0.091618,0.786059,0.011376,50,0
0.124598,0.12173,0.092325,0.08444,0.145711,0.862085,0.03531,2000,1
0.174836,0.257648,0.039691,0.035173,0.122916,0.800003,0.008326,200,0
0.128196,0.142374,0.222897,0.03691,0.094743,0.812501,0.02611,10,0
0.146768,0.266493,0.20415,0.063582,0.138401,0.741344,0.019068,200,0
0.12769,0.172185,0.151707,0.109081,0.159637,0.821247,0.035243,100,0
0.12398,0.126563,0.008438,0.030919,0.018618,0.873597,0.003761,500,0
0.156386,0.116014,0.144097,0.006225,0.088261,0.852828,0.028258,100,0
0.105601,0.15262,0.066082,0.016662,0.056641,0.857687,0.004947,100,0
0.124117,0.129496,0.094642,0.031858,0.050691,0.888628,0.009708,500,0
0.11816,0.214123,0.134677,0.001267,0.03508,0.781267,0.002886,200,1
0.198522,0.219464,0.158477,0.173634,0.316262,0.77798,0.067228,2000,1
0.151879,0.159259,0.248862,0.02788,0.077478,0.798312,0.012704,500,1
0.118355,0.117481,0.126465,0.026297,0.111684,0.855196,0.017902,10,0
0.084347,0.122177,0.081901,0.016458,0.045714,0.827848,0.005828,500,1
0.088402,0.124051,0.135493,0.052913,0.047309,0.887429,0.025908,100,0
0.075447,0.10052,0.159092,0.008703,0.04724,0.863848,0.012526,10,0
0.166535,0.161159,0.115795,0.104422,0.130291,0.760479,0.044514,500,0
0.151743,0.150121,0.178382,0.033989,0.150565,0.830474,0.038369,50,1
0.085912,0.075076,0.084194,0.008621,0.066615,0.901633,0.004542,10,0
0.336869,0.284778,0.27422,0.02014,0.068663,0.710656,0.012099,2000,0
0.089037,0.076627,0.036526,0.018203,0.010047,0.919373,0.003246,2000,0
0.10257,0.106453,0.120221,0.057162,0.107766,0.890258,0.035455,100,0
0.125235,0.10968,0.094704,0.110444,0.127192,0.868849,0.054433,10,1
0.108778,0.066418,0.089686,0.026597,0.037241,0.739764,0.016506,50,1
0.212534,0.219432,0.172491,0.060385,0.190226,0.796252,0.058728,20,1
0.088167,0.09143,0.09403,0.046095,0.09749,0.850959,0.025952,2000,1
0.183661,0.20114,0.150207,0.06194,0.156826,0.808087,0.046086,10,0
0.115945,0.156364,0.145447,0.016957,0.101552,0.843946,0.015536,50,0
0.111742,0.099446,0.094651,0.089162,0.114738,0.85896,0.051904,100,1
0.114349,0.133067,0.077219,0.035225,0.032967,0.881295,0.020694,50,0
0.104192,0.129262,0.085168,0.101639,0.114331,0.887737,0.051774,500,1
0.177658,0.158249,0.202004,0.02792,0.115809,0.835409,0.051491,500,0
0.146096,0.165226,0.166962,0.019571,0.07578,0.835153,0.01791,200,0
0.146028,0.197171,0.210411,0.084498,0.140702,0.734873,0.034374,100,1
0.089654,0.092355,0.07482,0.089528,0.141876,0.900595,0.033218,2000,0
0.144646,0.255943,0.356215,0.015368,0.099909,0.660689,0.030013,500,1
0.150308,0.174278,0.23765,0.161117,0.329826,0.757464,0.078677,100,1
0.253899,0.214258,0.202065,0.146625,0.26989,0.784154,0.111788,20,0
0.191251,0.193063,0.153367,0.008221,0.136069,0.805086,0.040472,100,0
0.115572,0.082988,0.227217,0.043383,0.133765,0.77592,0.035523,100,0
0.138011,0.178951,0.192251,0.139031,0.110746,0.776014,0.023492,50,0
0.20591,0.21311,0.135859,0.071807,0.15547,0.811602,0.030916,20,0
0.140628,0.120269,0.193619,0.002865,0.066906,0.835414,0.016063,10,0
0.106264,0.035275,0.011866,0.101856,0.097361,0.88744,0.005379,50,0
0.060034,0.067156,0.068569,0.022749,0.034814,0.915283,0.018173,10,1
0.111387,0.174908,0.305403,0.048561,0.132126,0.779334,0.031099,100,0
0.094179,0.125393,0.104484,0.03046,0.072283,0.867916,0.015529,20,0
0.196486,0.197459,0.204314,0.098356,0.238563,0.789817,0.039237,100,1
0.132896,0.279957,0.158254,0.029468,0.083379,0.695074,0.007323,500,1
0.096166,0.110241,0.101215,0.030474,0.065042,0.889583,0.003769,20,0
0.289319,0.171368,0.209376,0.039132,0.086882,0.742118,0.013961,50,0
0.115559,0.107941,0.053615,0.029199,0.079011,0.887932,0.033918,20,0
0.128376,0.125507,0.077923,0.092303,0.167381,0.854571,0.039483,2000,1
0.117574,0.120103,0.080685,0.055817,0.034045,0.877036,0.010391,200,0
0.086061,0.140488,0.058783,0.01087,0.051979,0.830342,0.007059,100,0
0.149593,0.221062,0.043213,0.046602,0.066616,0.815586,0.015423,20,0
0.153968,0.246446,0.21976,0.146902,0.183127,0.764449,0.042923,100,0
0.181138,0.171918,0.065188,0.030433,0.022909,0.856778,0.006001,500,0
0.150259,0.155681,0.140281,0.019762,0.10067,0.816984,0.018448,10,0
0.118051,0.121401,0.173181,0.030118,0.123417,0.803404,0.015152,50,0
0.120107,0.160002,0.1736,0.04529,0.088158,0.822351,0.022725,50,0
0.200772,0.211489,0.251742,0.009324,0.078686,0.741532,0.015014,2000,0
0.312756,0.318257,0.259629,0.022221,0.070614,0.742312,0.019404,500,0
0.153375,0.176102,0.15258,0.133895,0.27957,0.770854,0.079393,10,1
0.113263,0.154401,0.143487,0.054702,0.153775,0.817148,0.045533,50,0
0.173716,0.193529,0.201111,0.064976,0.103468,0.804763,0.024506,500,1
0.135352,0.265626,0.111507,0.020783,0.099492,0.777312,0.009493,100,0
0.083208,0.09976,0.09126,0.05007,0.074118,0.873556,0.019008,50,0
